species,xc_id,chunk_index,file_path,duration_sec,source_file
Vega_Gull,XC1025083-GULL_Mongolian_c_flight-Khurkh-V-1100m-060925-0424,0,data/processed/Vega_Gull/XC1025083-GULL_Mongolian_c_flight-Khurkh-V-1100m-060925-0424_chunk000.wav,3.0,XC1025083-GULL_Mongolian_c_flight-Khurkh-V-1100m-060925-0424.mp3
Vega_Gull,XC1025083-GULL_Mongolian_c_flight-Khurkh-V-1100m-060925-0424,1,data/processed/Vega_Gull/XC1025083-GULL_Mongolian_c_flight-Khurkh-V-1100m-060925-0424_chunk001.wav,3.0,XC1025083-GULL_Mongolian_c_flight-Khurkh-V-1100m-060925-0424.mp3
Vega_Gull,XC1025083-GULL_Mongolian_c_flight-Khurkh-V-1100m-060925-0424,2,data/processed/Vega_Gull/XC1025083-GULL_Mongolian_c_flight-Khurkh-V-1100m-060925-0424_chunk002.wav,3.0,XC1025083-GULL_Mongolian_c_flight-Khurkh-V-1100m-060925-0424.mp3
Vega_Gull,XC1029519-GULL_Mongolian-Khurkh-V-1100m-060925-0452,0,data/processed/Vega_Gull/XC1029519-GULL_Mongolian-Khurkh-V-1100m-060925-0452_chunk000.wav,3.0,XC1029519-GULL_Mongolian-Khurkh-V-1100m-060925-0452.mp3
Vega_Gull,XC1029519-GULL_Mongolian-Khurkh-V-1100m-060925-0452,1,data/processed/Vega_Gull/XC1029519-GULL_Mongolian-Khurkh-V-1100m-060925-0452_chunk001.wav,3.0,XC1029519-GULL_Mongolian-Khurkh-V-1100m-060925-0452.mp3
Vega_Gull,XC1029519-GULL_Mongolian-Khurkh-V-1100m-060925-0452,2,data/processed/Vega_Gull/XC1029519-GULL_Mongolian-Khurkh-V-1100m-060925-0452_chunk002.wav,3.0,XC1029519-GULL_Mongolian-Khurkh-V-1100m-060925-0452.mp3
Vega_Gull,XC1029519-GULL_Mongolian-Khurkh-V-1100m-060925-0452,3,data/processed/Vega_Gull/XC1029519-GULL_Mongolian-Khurkh-V-1100m-060925-0452_chunk003.wav,3.0,XC1029519-GULL_Mongolian-Khurkh-V-1100m-060925-0452.mp3
Vega_Gull,XC1029519-GULL_Mongolian-Khurkh-V-1100m-060925-0452,4,data/processed/Vega_Gull/XC1029519-GULL_Mongolian-Khurkh-V-1100m-060925-0452_chunk004.wav,3.0,XC1029519-GULL_Mongolian-Khurkh-V-1100m-060925-0452.mp3
Vega_Gull,XC1029519-GULL_Mongolian-Khurkh-V-1100m-060925-0452,5,data/processed/Vega_Gull/XC1029519-GULL_Mongolian-Khurkh-V-1100m-060925-0452_chunk005.wav,3.0,XC1029519-GULL_Mongolian-Khurkh-V-1100m-060925-0452.mp3
Vega_Gull,XC1029519-GULL_Mongolian-Khurkh-V-1100m-060925-0452,6,data/processed/Vega_Gull/XC1029519-GULL_Mongolian-Khurkh-V-1100m-060925-0452_chunk006.wav,3.0,XC1029519-GULL_Mongolian-Khurkh-V-1100m-060925-0452.mp3
