species,xc_id,chunk_index,file_path,duration_sec,source_file
Large-billed_Crow,Corvus_japonensis_(colonorum)-FL,0,data/processed/Large-billed_Crow/Corvus_japonensis_(colonorum)-FL_chunk000.wav,3.0,Corvus_japonensis_(colonorum)-FL perched _ flight Foping 22May12 1500m LS110803.mp3
Large-billed_Crow,Corvus_japonensis_(colonorum)-FL,1,data/processed/Large-billed_Crow/Corvus_japonensis_(colonorum)-FL_chunk001.wav,3.0,Corvus_japonensis_(colonorum)-FL perched _ flight Foping 22May12 1500m LS110803.mp3
Large-billed_Crow,Corvus_japonensis_(colonorum)-FL,2,data/processed/Large-billed_Crow/Corvus_japonensis_(colonorum)-FL_chunk002.wav,3.0,Corvus_japonensis_(colonorum)-FL perched _ flight Foping 22May12 1500m LS110803.mp3
Large-billed_Crow,Corvus_japonensis_(colonorum)-FL,3,data/processed/Large-billed_Crow/Corvus_japonensis_(colonorum)-FL_chunk003.wav,3.0,Corvus_japonensis_(colonorum)-FL perched _ flight Foping 22May12 1500m LS110803.mp3
Large-billed_Crow,Corvus_japonensis_(colonorum)-FL,4,data/processed/Large-billed_Crow/Corvus_japonensis_(colonorum)-FL_chunk004.wav,3.0,Corvus_japonensis_(colonorum)-FL perched _ flight Foping 22May12 1500m LS110803.mp3
Large-billed_Crow,Corvus_japonensis_(colonorum)-FL,5,data/processed/Large-billed_Crow/Corvus_japonensis_(colonorum)-FL_chunk005.wav,3.0,Corvus_japonensis_(colonorum)-FL perched _ flight Foping 22May12 1500m LS110803.mp3
Large-billed_Crow,Corvus_japonensis_(colonorum)-FL,6,data/processed/Large-billed_Crow/Corvus_japonensis_(colonorum)-FL_chunk006.wav,3.0,Corvus_japonensis_(colonorum)-FL perched _ flight Foping 22May12 1500m LS110803.mp3
Large-billed_Crow,Corvus_japonensis_(colonorum)-FL,7,data/processed/Large-billed_Crow/Corvus_japonensis_(colonorum)-FL_chunk007.wav,3.0,Corvus_japonensis_(colonorum)-FL perched _ flight Foping 22May12 1500m LS110803.mp3
Large-billed_Crow,Corvus_macrorhynchos_LambertChina05.2b_CN_26_1524-1615_1_C,0,data/processed/Large-billed_Crow/Corvus_macrorhynchos_LambertChina05.2b_CN_26_1524-1615_1_C_chunk000.wav,3.0,Corvus_macrorhynchos_LambertChina05.2b_CN_26_1524-1615_1_C.mp3
Large-billed_Crow,Corvus_macrorhynchos_LambertChina05.2b_CN_26_1524-1615_1_C,1,data/processed/Large-billed_Crow/Corvus_macrorhynchos_LambertChina05.2b_CN_26_1524-1615_1_C_chunk001.wav,3.0,Corvus_macrorhynchos_LambertChina05.2b_CN_26_1524-1615_1_C.mp3
Large-billed_Crow,Corvus_macrorhynchos_LambertChina05.2b_CN_26_1524-1615_1_C,2,data/processed/Large-billed_Crow/Corvus_macrorhynchos_LambertChina05.2b_CN_26_1524-1615_1_C_chunk002.wav,3.0,Corvus_macrorhynchos_LambertChina05.2b_CN_26_1524-1615_1_C.mp3
Large-billed_Crow,Corvus_macrorhynchos_LambertChina05.2b_CN_26_1524-1615_1_C,3,data/processed/Large-billed_Crow/Corvus_macrorhynchos_LambertChina05.2b_CN_26_1524-1615_1_C_chunk003.wav,3.0,Corvus_macrorhynchos_LambertChina05.2b_CN_26_1524-1615_1_C.mp3
Large-billed_Crow,Corvus_macrorhynchos_LambertChina05.2b_CN_26_1524-1615_1_C,4,data/processed/Large-billed_Crow/Corvus_macrorhynchos_LambertChina05.2b_CN_26_1524-1615_1_C_chunk004.wav,3.0,Corvus_macrorhynchos_LambertChina05.2b_CN_26_1524-1615_1_C.mp3
